symbol,name,lastsale,netchange,pctchange,volume,marketCap,country,ipoyear,industry,sector,url
TT,Trane Technologies plc,$431.85,0.96,0.223%,1085681,95582183174.0,Ireland,,Auto Parts:O.E.M.,Industrials,/market-activity/stocks/tt
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),$8.39,-0.04,-0.474%,19801001,95290874532.0,Brazil,,Major Banks,Finance,/market-activity/stocks/itub
HWM,Howmet Aerospace Inc. Common Stock,$236.02,-0.55,-0.232%,1311767,94629873669.0,United States,,Metal Fabrications,Industrials,/market-activity/stocks/hwm
GD,General Dynamics Corporation Common Stock,$348.43,-2.96,-0.842%,674999,94370823697.0,United States,,Marine Transportation,Industrials,/market-activity/stocks/gd
ICE,Intercontinental Exchange Inc. Common Stock,$166.30,-0.09,-0.054%,2568673,94197435554.0,United States,2005,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/ice
WM,Waste Management Inc. Common Stock,$233.31,-0.49,-0.21%,1380749,94003750785.0,United States,,Environmental Services,Utilities,/market-activity/stocks/wm
IBN,ICICI Bank Limited Common Stock,$25.99,-0.07,-0.269%,4383135,92726335958.0,India,,Commercial Banks,Finance,/market-activity/stocks/ibn
BSX,Boston Scientific Corporation Common Stock,$61.86,-0.73,-1.166%,18325163,91934795831.0,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/bsx
BN,Brookfield Corporation Class A Limited Voting Shares,$40.78,0.02,0.049%,4435524,91230114870.0,Canada,1925,Building operators,Real Estate,/market-activity/stocks/bn
E,ENI S.p.A. Common Stock,$57.55,-0.06,-0.104%,1206651,90548166155.0,Italy,,Oil & Gas Production,Energy,/market-activity/stocks/e
WMB,Williams Companies Inc. (The) Common Stock,$74.04,1.45,1.998%,5574318,90538398207.0,United States,,Natural Gas Distribution,Utilities,/market-activity/stocks/wmb
CM,Canadian Imperial Bank of Commerce Common Stock,$98.25,1.08,1.111%,1925342,90442493305.0,Canada,,Commercial Banks,Finance,/market-activity/stocks/cm
MELI,MercadoLibre Inc. Common Stock,$1742.30,31.93,1.867%,351367,88329700199.0,Argentina,2007,Real Estate,Real Estate,/market-activity/stocks/meli
MAR,Marriott International Class A Common Stock,$330.93,-7.07,-2.092%,1497975,87673944443.0,United States,,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/mar
FCX,Freeport-McMoRan Inc. Common Stock,$60.76,-0.29,-0.475%,18276948,87324369581.0,United States,,Metal Mining,Basic Materials,/market-activity/stocks/fcx
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,$87.52,0.46,0.528%,708065,86846881667.0,United Kingdom,,Natural Gas Distribution,Utilities,/market-activity/stocks/ngg
PNC,PNC Financial Services Group Inc. (The) Common Stock,$213.92,0.78,0.366%,3991250,86289107848.0,United States,,Major Banks,Finance,/market-activity/stocks/pnc
BNS,Bank Nova Scotia Halifax Pfd 3 Ordinary Shares,$69.90,-0.37,-0.527%,8246276,86150599446.0,Canada,,Major Banks,Finance,/market-activity/stocks/bns
BK,The Bank of New York Mellon Corporation Common Stock,$124.62,0.99,0.801%,3668471,85766846497.0,United States,,Major Banks,Finance,/market-activity/stocks/bk
CEG,Constellation Energy Corporation Common Stock ,$272.58,-2.58,-0.938%,2829337,85401953937.0,United States,,Electric Utilities: Central,Utilities,/market-activity/stocks/ceg
FDX,FedEx Corporation Common Stock,$357.00,-1.84,-0.513%,1045017,85182611892.0,United States,,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/fdx
BX,Blackstone Inc. Common Stock,$112.73,0.49,0.437%,4092956,83666034482.0,United States,2007,Investment Managers,Finance,/market-activity/stocks/bx
USB,U.S. Bancorp Common Stock,$53.70,0.26,0.487%,9198326,83433464406.0,United States,,Major Banks,Finance,/market-activity/stocks/usb
MRSH,Marsh Common Stock,$172.66,-2.16,-1.236%,1697682,83411346382.0,United States,,Specialty Insurers,Finance,/market-activity/stocks/mrsh
PWR,Quanta Services Inc. Common Stock,$555.57,1.19,0.215%,522679,83124065614.0,United States,,Engineering & Construction,Industrials,/market-activity/stocks/pwr
EPD,Enterprise Products Partners L.P. Common Stock,$38.41,0.58,1.533%,2759654,83033227834.0,United States,,Natural Gas Distribution,Utilities,/market-activity/stocks/epd
UPS,United Parcel Service Inc. Common Stock,$97.57,0.41,0.422%,4480926,82861117310.0,United States,1999,Trucking Freight/Courier Services,Industrials,/market-activity/stocks/ups
ADP,Automatic Data Processing Inc. Common Stock,$203.61,-0.73,-0.357%,2259581,81982418954.0,United States,,Diversified Commercial Services,Industrials,/market-activity/stocks/adp
JCI,Johnson Controls International plc Ordinary Share,$133.15,-0.60,-0.449%,2368718,81488394115.0,Switzerland,,Industrial Machinery/Components,Industrials,/market-activity/stocks/jci
AMT,American Tower Corporation (REIT) Common Stock,$174.08,-2.06,-1.17%,3617107,81136045466.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/amt
KKR,KKR & Co. Inc. Common Stock,$90.75,-0.30,-0.329%,2857265,80908243631.0,United States,,Investment Managers,Finance,/market-activity/stocks/kkr
REGN,Regeneron Pharmaceuticals Inc. Common Stock,$760.27,-2.77,-0.363%,620874,80375596908.0,United States,1991,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/regn
SU,Suncor Energy  Inc. Common Stock,$66.79,0.71,1.074%,4809788,79273782150.0,Canada,,Integrated oil Companies,Energy,/market-activity/stocks/su
RACE,Ferrari N.V. Common Shares,$334.57,-3.71,-1.097%,627219,78270822740.0,Italy,2015,Auto Manufacturing,Industrials,/market-activity/stocks/race
ING,ING Group N.V. Common Stock,$26.89,0.11,0.411%,4393381,78046549430.0,Netherlands,1997,Commercial Banks,Finance,/market-activity/stocks/ing
AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,$25.69,0.40,1.582%,1092604,78020530000.0,Mexico,2023,Telecommunications Equipment,Telecommunications,/market-activity/stocks/amx
MCO,Moody's Corporation Common Stock,$438.00,-6.10,-1.374%,685550,77965697250.0,United States,,Finance: Consumer Services,Finance,/market-activity/stocks/mco
SHW,Sherwin-Williams Company (The) Common Stock,$313.96,-2.43,-0.768%,1329552,77661882778.0,United States,,RETAIL: Building Materials,Consumer Discretionary,/market-activity/stocks/shw
EOG,EOG Resources Inc. Common Stock,$144.23,1.18,0.825%,4427048,77266291853.0,United States,,Oil & Gas Production,Energy,/market-activity/stocks/eog
CDNS,Cadence Design Systems Inc. Common Stock,$279.48,0.09,0.032%,1275084,77162211165.0,United States,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/cdns
CSX,CSX Corporation Common Stock,$41.42,-0.06,-0.145%,13208277,77071630611.0,United States,,Railroads,Industrials,/market-activity/stocks/csx
LYG,Lloyds Banking Group Plc American Depositary Shares,$5.20,-0.04,-0.763%,27902821,77069272353.0,United Kingdom,,Commercial Banks,Finance,/market-activity/stocks/lyg
CMI,Cummins Inc. Common Stock,$556.78,4.79,0.868%,554092,76978966308.0,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/cmi
ORLY,O'Reilly Automotive Inc. Common Stock,$91.36,-0.77,-0.836%,3430035,76440863762.0,United States,1993,Auto & Home Supply Stores,Consumer Discretionary,/market-activity/stocks/orly
SNPS,Synopsys Inc. Common Stock,$397.90,0.83,0.209%,920612,76222530543.0,United States,1992,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/snps
BCS,Barclays PLC Common Stock,$21.91,-0.01,-0.046%,8943667,76170619719.0,United Kingdom,,Commercial Banks,Finance,/market-activity/stocks/bcs
NET,Cloudflare Inc. Class A Common Stock,$216.29,4.51,2.13%,3731120,76129818654.0,United States,2019,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/net
ABNB,Airbnb Inc. Class A Common Stock,$124.97,-1.84,-1.451%,2735298,76070983331.0,United States,2020,Diversified Commercial Services,Consumer Discretionary,/market-activity/stocks/abnb
EMR,Emerson Electric Company Common Stock,$134.64,1.98,1.493%,3030365,75667680000.0,United States,,Consumer Electronics/Appliances,Technology,/market-activity/stocks/emr
SLB,SLB Limited Common Shares,$50.35,0.57,1.145%,9928162,75653974244.0,France,,Oilfield Services/Equipment,Energy,/market-activity/stocks/slb
MMM,3M Company Common Stock,$144.35,-0.15,-0.104%,2887044,75407888294.0,United States,,Medical/Dental Instruments,Health Care,/market-activity/stocks/mmm
VLO,Valero Energy Corporation Common Stock,$251.49,5.91,2.407%,3611695,75183858720.0,United States,,Integrated oil Companies,Energy,/market-activity/stocks/vlo
ITW,Illinois Tool Works Inc. Common Stock,$259.04,0.56,0.217%,1460165,74623744807.0,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/itw
KMI,Kinder Morgan Inc. Common Stock,$33.30,0.11,0.331%,9359278,74086468970.0,United States,2011,Natural Gas Distribution,Utilities,/market-activity/stocks/kmi
ECL,Ecolab Inc. Common Stock,$262.26,-4.77,-1.786%,1238445,74068457396.0,United States,,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/ecl
MDLZ,Mondelez International Inc. Class A Common Stock,$57.51,-0.87,-1.49%,9049936,73811588491.0,United States,,Packaged Foods,Consumer Staples,/market-activity/stocks/mdlz
MSI,Motorola Solutions Inc. Common Stock,$442.45,1.06,0.24%,528999,73536787687.0,United States,,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/msi
MPC,Marathon Petroleum Corporation Common Stock,$245.42,4.02,1.665%,1975997,72444241836.0,United States,,Integrated oil Companies,Energy,/market-activity/stocks/mpc
RCL,Royal Caribbean Cruises Ltd. Common Stock,$267.71,-7.99,-2.898%,2278609,72423131996.0,United States,1993,Marine Transportation,Consumer Discretionary,/market-activity/stocks/rcl
CI,The Cigna Group Common Stock,$274.25,-1.44,-0.522%,1516989,72272629967.0,United States,,Medical Specialities,Health Care,/market-activity/stocks/ci
AEP,American Electric Power Company Inc. Common Stock,$132.92,0.56,0.423%,1813997,72250457762.0,United States,,Electric Utilities: Central,Utilities,/market-activity/stocks/aep
ELVR,Elevra Lithium Limited American Depository Shares,$62.42,3.48,5.904%,115867,72053253694.0,Australia,,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Industrials,/market-activity/stocks/elvr
BAM,Brookfield Asset Management Inc Class A Limited Voting Shares,$43.98,-0.24,-0.543%,4545578,72046666903.0,,2022,Other Consumer Services,Consumer Discretionary,/market-activity/stocks/bam
CP,Canadian Pacific Kansas City Limited Common Shares,$80.08,0.58,0.73%,1810960,71856080616.0,Canada,,Railroads,Industrials,/market-activity/stocks/cp
NTES,NetEase Inc. American Depositary Shares,$112.50,-0.13,-0.115%,495572,71234806950.0,China,,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/ntes
CRH,CRH PLC Ordinary Shares,$105.87,-0.46,-0.433%,5884863,70862965666.0,Ireland,,Building Materials,Industrials,/market-activity/stocks/crh
MNST,Monster Beverage Corporation,$72.44,-1.72,-2.319%,5614621,70839512234.0,United States,,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/mnst
NSC,Norfolk Southern Corporation Common Stock,$288.50,0.45,0.156%,1328988,70632187331.0,United States,,Railroads,Industrials,/market-activity/stocks/nsc
CVNA,Carvana Co. Class A Common Stock,$320.22,3.37,1.064%,1891631,70161239513.0,United States,2017,Retail-Auto Dealers and Gas Stations,Consumer Discretionary,/market-activity/stocks/cvna
PSX,Phillips 66 Common Stock,$174.70,-2.63,-1.483%,3815600,70051658648.0,United States,,Integrated oil Companies,Energy,/market-activity/stocks/psx
ROST,Ross Stores Inc. Common Stock,$216.34,-4.87,-2.202%,2692754,69738669030.0,United States,1985,Clothing/Shoe/Accessory Stores,Consumer Discretionary,/market-activity/stocks/rost
B,Barrick Mining Corporation Common Shares,$41.38,0.30,0.73%,10552943,69326413145.0,Canada,,Precious Metals,Basic Materials,/market-activity/stocks/b
HLT,Hilton Worldwide Holdings Inc. Common Stock ,$302.16,-4.72,-1.538%,1500101,69132979720.0,United States,2016,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/hlt
AON,Aon plc Class A Ordinary Shares (Ireland),$322.47,-3.70,-1.134%,1187903,69090647325.0,United States,,Specialty Insurers,Finance,/market-activity/stocks/aon
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,$16.18,0.04,0.248%,21816134,69080742232.0,Brazil,,Metal Mining,Basic Materials,/market-activity/stocks/vale
ELV,Elevance Health Inc. Common Stock,$311.83,9.22,3.047%,2409835,68498102025.0,United States,,Medical Specialities,Health Care,/market-activity/stocks/elv
NU,Nu Holdings Ltd. Class A Ordinary Shares,$14.15,-0.11,-0.771%,44729288,68184019756.0,Cayman Islands,2021,Finance: Consumer Services,Finance,/market-activity/stocks/nu
CTAS,Cintas Corporation Common Stock,$170.28,-1.41,-0.821%,2484213,68093208921.0,United States,1983,Garments and Clothing,Industrials,/market-activity/stocks/ctas
RSG,Republic Services Inc. Common Stock,$220.38,-0.48,-0.217%,1144402,68087765593.0,United States,1998,Environmental Services,Utilities,/market-activity/stocks/rsg
WBD,Warner Bros. Discovery Inc. Series A Common Stock ,$27.37,-0.04,-0.146%,16394209,67875670826.0,United States,,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/wbd
DASH,DoorDash Inc. Class A Common Stock,$155.90,0.83,0.535%,3287507,67727068277.0,United States,,EDP Services,Technology,/market-activity/stocks/dash
CL,Colgate-Palmolive Company Common Stock,$83.13,-1.40,-1.656%,6023918,66607041630.0,United States,,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/cl
LHX,L3Harris Technologies Inc. Common Stock,$354.00,-4.73,-1.319%,748221,66122206830.0,United States,,Industrial Machinery/Components,Industrials,/market-activity/stocks/lhx
TRP,TC Energy Corporation Common Stock,$63.44,0.79,1.261%,1477549,66087751950.0,Canada,,Natural Gas Distribution,Utilities,/market-activity/stocks/trp
TDG,Transdigm Group Incorporated Common Stock,$1169.57,-20.07,-1.687%,302204,66049785078.0,United States,2006,Military/Government/Technical,Industrials,/market-activity/stocks/tdg
ET,Energy Transfer LP Common Units ,$19.12,0.16,0.844%,23959842,65778814674.0,United States,,Natural Gas Distribution,Utilities,/market-activity/stocks/et
GM,General Motors Company Common Stock,$72.76,-0.67,-0.912%,5904624,65772700984.0,United States,2010,Auto Manufacturing,Industrials,/market-activity/stocks/gm
APD,Air Products and Chemicals Inc. Common Stock,$292.39,-1.73,-0.588%,1261976,65102390179.0,United States,,Major Chemicals,Basic Materials,/market-activity/stocks/apd
CNI,Canadian National Railway Company Common Stock,$105.91,0.83,0.79%,1351884,64687854049.0,Canada,,Railroads,Industrials,/market-activity/stocks/cni
SRE,DBA Sempra Common Stock,$98.46,0.45,0.459%,2210246,64327123464.0,United States,,Natural Gas Distribution,Utilities,/market-activity/stocks/sre
IMO,Imperial Oil Limited Common Stock,$132.36,2.97,2.295%,777744,64008369480.0,Canada,1929,Integrated oil Companies,Energy,/market-activity/stocks/imo
TRV,The Travelers Companies Inc. Common Stock,$295.05,-0.50,-0.169%,923471,63800992985.0,United States,,Property-Casualty Insurers,Finance,/market-activity/stocks/trv
CIEN,Ciena Corporation Common Stock,$447.88,13.62,3.136%,1970793,63329527485.0,United States,1997,Telecommunications Equipment,Utilities,/market-activity/stocks/cien
NKE,Nike Inc. Common Stock,$42.69,-1.34,-3.043%,38253001,63219067439.0,United States,,Shoe Manufacturing,Consumer Discretionary,/market-activity/stocks/nke
NWG,NatWest Group plc American Depositary Shares (each representing two (2) Ordinary Shares),$15.34,-0.04,-0.26%,3693027,63101410284.0,United Kingdom,2022,Commercial Banks,Finance,/market-activity/stocks/nwg
HOOD,Robinhood Markets Inc. Class A Common Stock,$69.65,-0.13,-0.186%,24968268,62706479364.0,United States,2021,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/hood
DLR,Digital Realty Trust Inc. Common Stock,$182.42,0.43,0.236%,1255990,62682329294.0,United States,2004,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/dlr
COR,Cencora Inc. Common Stock,$320.89,-0.07,-0.022%,1253480,62422950547.0,United States,,Other Pharmaceuticals,Health Care,/market-activity/stocks/cor
OXY,Occidental Petroleum Corporation Common Stock,$62.94,-0.02,-0.032%,13460532,62417294692.0,United States,,Oil & Gas Production,Energy,/market-activity/stocks/oxy
PCAR,PACCAR Inc. Common Stock,$118.20,-0.12,-0.101%,1780459,62204282463.0,United States,,Motor Vehicles,Consumer Discretionary,/market-activity/stocks/pcar
FTNT,Fortinet Inc. Common Stock,$83.72,1.43,1.738%,5591482,61946402369.0,United States,2009,Computer peripheral equipment,Technology,/market-activity/stocks/ftnt
TEL,TE Connectivity plc Ordinary Shares,$210.98,1.25,0.596%,1027452,61908762918.0,Ireland,,Electronic Components,Technology,/market-activity/stocks/tel
SPG,Simon Property Group Inc. Common Stock,$190.57,0.34,0.179%,883744,61906318806.0,United States,,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/spg
WPM,Wheaton Precious Metals Corp Common Shares (Canada),$135.97,1.88,1.402%,1729548,61735405179.0,Canada,,Precious Metals,Basic Materials,/market-activity/stocks/wpm
APO,Apollo Global Management Inc. (New) Common Stock,$105.36,-0.75,-0.707%,2820803,60924139532.0,United States,,Investment Managers,Finance,/market-activity/stocks/apo
RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),$33.36,-0.25,-0.744%,2784312,60847889233.0,United Kingdom,2015,Real Estate,Real Estate,/market-activity/stocks/relx
BKR,Baker Hughes Company Class A Common Stock,$61.25,0.55,0.906%,4921865,60745137504.0,United States,,Oil and Gas Field Machinery,Consumer Discretionary,/market-activity/stocks/bkr
LNG,Cheniere Energy Inc. Common Stock,$284.27,0.22,0.077%,2786191,59754373550.0,United States,2001,Oil/Gas Transmission,Utilities,/market-activity/stocks/lng
